player_id,player_name,team,opponent,position,overall_signal_score,signal_tier,top_positive_driver_1,top_positive_driver_2,top_positive_driver_3,top_negative_driver_1,top_negative_driver_2,top_negative_driver_3,driver_notes
,T.Kraft,GB,,TE,62.83,GOOD_SIGNAL,projection strength: 69.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Heath,GB,,WR,62.77,GOOD_SIGNAL,projection strength: 69.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.Cooks,JAX,,WR,62.76,GOOD_SIGNAL,projection strength: 69.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,I.Guerendo,SF,,RB,62.71,GOOD_SIGNAL,projection strength: 69.4,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Slayton,NYG,,WR,62.69,GOOD_SIGNAL,projection strength: 69.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Vaughn,DAL,,RB,62.65,GOOD_SIGNAL,projection strength: 69.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Smith-Schuster,KC,,WR,62.62,GOOD_SIGNAL,projection strength: 69.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.Humphrey,DEN,,WR,62.56,GOOD_SIGNAL,projection strength: 69.1,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Ju.Watson,KC,,WR,62.55,GOOD_SIGNAL,projection strength: 69.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,I.Spiller,LAC,,RB,62.47,GOOD_SIGNAL,projection strength: 68.8,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Reynolds,JAX,,WR,62.4,GOOD_SIGNAL,projection strength: 68.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Edwards-Helaire,NO,,RB,62.39,GOOD_SIGNAL,projection strength: 68.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Flournoy,DAL,,WR,62.36,GOOD_SIGNAL,projection strength: 68.6,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,G.Davis,JAX,,WR,62.33,GOOD_SIGNAL,projection strength: 68.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0026158,J.Flacco,IND,JAX,QB,62.26,GOOD_SIGNAL,recent form: 99.7,opponent defense fit: 92.6,data quality: 79.0,usage foundation: 33.3,role and availability context: 35.0,missing signal count: 3,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; game environment limited
,Z.Evans,LA,,RB,62.06,GOOD_SIGNAL,projection strength: 67.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Moore,CAR,,WR,61.9,GOOD_SIGNAL,projection strength: 67.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Ozigbo,DET,,RB,61.9,GOOD_SIGNAL,projection strength: 67.5,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Miller,BAL,,WR,61.81,GOOD_SIGNAL,projection strength: 67.3,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Green,DET,,WR,61.74,GOOD_SIGNAL,projection strength: 67.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Rodriguez,WAS,,RB,61.73,GOOD_SIGNAL,projection strength: 67.2,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0029263,R.Wilson,PIT,BAL,QB,61.69,GOOD_SIGNAL,recent form: 98.8,data quality: 79.0,projection strength: 63.0,usage foundation: 33.3,role and availability context: 35.0,missing signal count: 3,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; game environment limited
,C.Thompson,TB,,WR,61.68,GOOD_SIGNAL,projection strength: 67.0,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Marshall,LV,,WR,61.61,GOOD_SIGNAL,projection strength: 66.9,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Davis,CLE,,WR,61.54,GOOD_SIGNAL,projection strength: 66.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Ferguson,DAL,,TE,61.54,GOOD_SIGNAL,projection strength: 66.7,usage foundation: 66.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Hooper,NE,,TE,61.47,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.6,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Cooper,BUF,,WR,61.47,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.6,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Badie,DEN,,RB,61.41,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.4,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,G.DuBose,MIA,,WR,61.4,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.4,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Darden,SEA,,WR,61.33,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.2,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
00-0034857,J.Allen,BUF,KC,QB,61.23,GOOD_SIGNAL,recent form: 99.7,opponent defense fit: 96.3,data quality: 79.0,usage foundation: 33.3,role and availability context: 35.0,missing signal count: 3,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; game environment limited
,T.Jennings,NE,,RB,61.22,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 66.0,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,S.Toure,GB,,WR,61.18,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 65.9,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Miller,TB,,WR,61.13,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 65.8,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,N.Muse,MIN,,TE,61.11,GOOD_SIGNAL,usage foundation: 66.7,projection strength: 65.7,data quality: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,I.Abanikanda,NYJ,,RB,61.08,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Brooks,DAL,,WR,61.04,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,R.Johnson,CHI,,RB,61.04,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,L.McCaffrey,WAS,,WR,60.92,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Allen,NYJ,,RB,60.92,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.McAllister,LV,,WR,60.82,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.1,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,H.Henry,NE,,TE,60.79,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 65.0,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Miller,NO,,RB,60.76,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Q.Watkins,PHI,,WR,60.75,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Purdy,SF,DET,QB,60.73,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Smith,PHI,,WR,60.72,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.8,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Watson,DEN,,RB,60.68,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.8,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Hardman,KC,,WR,60.65,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Maye,NE,BUF,QB,60.59,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Whyle,TEN,,TE,60.58,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Blair,ATL,,WR,60.46,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Fields,PIT,BAL,QB,60.43,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.2,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Baccellia,ARI,,WR,60.39,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.1,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Otton,TB,,TE,60.38,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 64.1,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Gainwell,PHI,,RB,60.32,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Tagovailoa,MIA,SF,QB,60.19,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Schultz,HOU,,TE,60.17,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,Z.Knight,DET,,RB,60.14,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Benson,ARI,,RB,60.1,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.4,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Jackson,NO,,WR,60.1,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.4,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Franklin,DEN,,WR,60.03,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 63.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Williams,WAS,,RB,59.87,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Barner,SEA,,TE,59.83,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.8,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Alexander,DET,,WR,59.82,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.8,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,H.Bryant,LV,,TE,59.69,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Herbert,CIN,,RB,59.61,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,S.Rattler,NO,TB,QB,59.54,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.2,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Hopkins,KC,,WR,59.53,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.1,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,X.Gipson,NYJ,,WR,59.49,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.0,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Mitchell,IND,,WR,59.46,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 62.0,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Wright,MIA,,RB,59.43,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,O.Beckham,MIA,,WR,59.42,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.9,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Kibodi,CLE,,RB,59.29,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Abdullah,LV,,RB,59.28,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.6,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Palmer,TB,,WR,59.25,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Woods,CLE,,WR,59.22,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.4,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Andrews,BAL,,TE,59.17,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Covey,PHI,,WR,59.15,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.2,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Jackson,NYG,,RB,59.12,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.2,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Erickson,NE,,WR,59.1,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.1,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Johnson,HOU,,WR,59.03,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 61.0,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,E.Saubert,SF,,TE,58.94,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 60.8,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Jackson,TEN,,WR,58.89,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 60.7,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,B.Sinnott,WAS,,TE,58.8,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 60.5,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Jones,PHI,,WR,58.74,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 60.3,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Vidal,LAC,,RB,58.71,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,projection strength: 60.2,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Breida,NYG,,RB,58.47,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Brown,KC,,WR,58.46,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Robinson,GB,,RB,58.31,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Dowell,TEN,,WR,58.26,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,P.Dorsett,DEN,,WR,58.24,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,C.Fotheringham,LV,,TE,58.19,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,D.Carter,CHI,,WR,58.12,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,M.Corley,NYJ,,WR,58.05,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Dulin,IND,,WR,58.03,GOOD_SIGNAL,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,S.Tucker,TB,,RB,57.99,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Oliver,MIN,,TE,57.95,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,A.Rodgers,IND,,WR,57.88,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Reiman,ARI,,TE,57.85,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,J.Winfree,IND,,WR,57.81,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,T.Davis-Price,PHI,,RB,57.81,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,K.Pitts,ATL,,TE,57.74,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
,G.Swaim,CLE,,TE,57.71,WATCH,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,blocked context: nan,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
