player_id,player_name,team,opponent,position,primary_market_family,all_families_count,best_signal_score,overall_signal_score,signal_tier,recommended_user_action,signal_explanation,top_signal_reason,review_reason,blocked_reason,top_positive_driver_1,top_positive_driver_2,top_positive_driver_3,top_negative_driver_1,top_negative_driver_2,top_negative_driver_3,green_signal_count,yellow_signal_count,red_flag_count,missing_signal_count,data_quality_score,readiness_status,roster_status,role_status,injury_status,usage_status,final_readiness
,C.Dowell,TEN,,WR,receiving,1,58.26,58.26,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,P.Dorsett,DEN,,WR,receiving,1,58.24,58.24,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Fotheringham,LV,,TE,receiving,1,58.19,58.19,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Carter,CHI,,WR,receiving,1,58.12,58.12,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Corley,NYJ,,WR,receiving,1,58.05,58.05,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Dulin,IND,,WR,receiving,1,58.03,58.03,GOOD_SIGNAL,GOOD_SIGNAL,GOOD_SIGNAL at 58.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,S.Tucker,TB,,RB,receiving,2,57.99,57.99,WATCH,WATCHLIST,WATCH at 58.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Oliver,MIN,,TE,receiving,1,57.95,57.95,WATCH,WATCHLIST,WATCH at 58.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Rodgers,IND,,WR,receiving,1,57.88,57.88,WATCH,WATCHLIST,WATCH at 57.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Reiman,ARI,,TE,receiving,1,57.85,57.85,WATCH,WATCHLIST,WATCH at 57.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Winfree,IND,,WR,receiving,1,57.81,57.81,WATCH,WATCHLIST,WATCH at 57.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Davis-Price,PHI,,RB,receiving,2,57.81,57.81,WATCH,WATCHLIST,WATCH at 57.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Pitts,ATL,,TE,receiving,1,57.74,57.74,WATCH,WATCHLIST,WATCH at 57.7. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,G.Swaim,CLE,,TE,receiving,1,57.71,57.71,WATCH,WATCHLIST,WATCH at 57.7. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,P.Taylor,SF,,RB,receiving,2,57.49,57.49,WATCH,WATCHLIST,WATCH at 57.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,R.Ali,BAL,,RB,receiving,2,57.45,57.45,WATCH,WATCHLIST,WATCH at 57.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Dotson,PHI,,WR,receiving,1,57.38,57.38,WATCH,WATCHLIST,WATCH at 57.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,I.Smith,HOU,,TE,receiving,1,57.37,57.37,WATCH,WATCHLIST,WATCH at 57.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Fisk,LAC,,TE,receiving,1,57.3,57.3,WATCH,WATCHLIST,WATCH at 57.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Hopkins,LA,,TE,receiving,1,57.24,57.24,WATCH,WATCHLIST,WATCH at 57.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Young,CAR,ATL,QB,rushing,2,57.18,57.18,WATCH,WATCHLIST,WATCH at 57.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Burks,TEN,,WR,receiving,1,57.16,57.16,WATCH,WATCHLIST,WATCH at 57.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,A.Robinson,DET,,WR,receiving,1,57.09,57.09,WATCH,WATCHLIST,WATCH at 57.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,B.Ford-Wheaton,NYG,,WR,receiving,1,57.09,57.09,WATCH,WATCHLIST,WATCH at 57.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Taylor,HOU,,RB,receiving,2,57.09,57.09,WATCH,WATCHLIST,WATCH at 57.1. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,Cas.Washington,ATL,,WR,receiving,1,57.02,57.02,WATCH,WATCHLIST,WATCH at 57.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,N.Bawden,NYJ,,RB,receiving,2,57.0,57.0,WATCH,WATCHLIST,WATCH at 57.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,C.Kmet,CHI,,TE,receiving,1,56.96,56.96,WATCH,WATCHLIST,WATCH at 57.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,Z.Pascal,ARI,,WR,receiving,1,56.95,56.95,WATCH,WATCHLIST,WATCH at 57.0. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Walker,BAL,,WR,receiving,1,56.88,56.88,WATCH,WATCHLIST,WATCH at 56.9. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Huntley,MIA,NYJ,QB,rushing,1,56.84,56.84,WATCH,WATCHLIST,WATCH at 56.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Byrd,ATL,,WR,receiving,1,56.81,56.81,WATCH,WATCHLIST,WATCH at 56.8. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,E.Higgins,ARI,,TE,receiving,1,56.68,56.68,WATCH,WATCHLIST,WATCH at 56.7. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,K.Drake,GB,,RB,receiving,2,56.64,56.64,WATCH,WATCHLIST,WATCH at 56.6. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Bandy,DEN,,WR,receiving,1,56.59,56.59,WATCH,WATCHLIST,WATCH at 56.6. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,J.Shenker,LV,,TE,receiving,1,56.55,56.55,WATCH,WATCHLIST,WATCH at 56.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,M.Wilcox,CIN,,TE,receiving,1,56.48,56.48,WATCH,WATCHLIST,WATCH at 56.5. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,T.Chandler,MIN,,RB,receiving,2,56.38,56.38,WATCH,WATCHLIST,WATCH at 56.4. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,I.Likely,BAL,,TE,receiving,1,56.3,56.3,WATCH,WATCHLIST,WATCH at 56.3. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,D.Carr,NO,NYG,QB,rushing,2,56.21,56.21,WATCH,WATCHLIST,WATCH at 56.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
,P.Durham,TB,,TE,receiving,1,56.21,56.21,WATCH,WATCHLIST,WATCH at 56.2. Main support: usage foundation: 66.7; data quality: 65.7. Main caution: role and availability context: 35.0; missing signal count: 5.,usage foundation: 66.7; data quality: 65.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,usage foundation: 66.7,data quality: 65.7,,role and availability context: 35.0,missing signal count: 5,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,1,1,0,5,65.7,DATA_NEEDS_LIVE_CONTEXT,NEEDS DATA,NEEDS DATA,NEEDS DATA,HISTORICAL TEST ONLY,NO-GO
